throw,"n. 投掷；冒险
vt. 投；抛；掷
vi. 抛；投掷"
discard,"n. 抛弃；被丢弃的东西或人
vt. 抛弃；放弃；丢弃
vi. 放弃"
trash,"n. 垃圾；废物
vt. 丢弃；修剪树枝"
rubbish,"n. 垃圾，废物；废话
adj. 毫无价值的"
garbage,"n. 垃圾；废物
"
decontamination of urban refuse,无
three types of wastes,无
waste water,"na. 废水
"
waste gas,"un. 废气
"
solid waste,"n. 固体废弃物
"
industrial waste,"un. 工业废弃物；工业废水；工业废料
"
multipurpose use,综合利用
water resource conservation zone,无
sewage treatment,"un. 污水处理
"
recycled water,"un. 再循环水
"
air pollution concentration,大气污染浓度
motor vehicle exhaust,无
exhaust purifier,排气净化器
lead-free gasoline,un. 无铅汽油
gas-fueled vehicles,无
cell-driven vehicles,无
small-engine vehicles,无
industrial dust discharge,无
soot emissions,无
fossil fuels,"n. “fossil fuel”的复数
"
coal,"n. 煤；煤块；木炭
vt. 给…加煤；把…烧成炭
vi. 上煤；加煤"
oil,"n. 油；石油；油画颜料
vt. 加油；涂油；使融化
vi. 融化；加燃油"
natural gas,"n. 天然气
"
bachelor's degree, 学士学位；本科学位；本科学历
master's degree, 硕士学位；硕士学位课程；研究生专业
doctor's degree, 博士学位；博士研究生；博士班
acquire degree,无
arts,n. 文科
science,"n. 科学；技术；学科；理科
"
Master of Arts,"na. 文科硕士
"
MA,abbr. 文学硕士（Master of Arts）；磁放大器（magnetic amplifier）；主报警信号（main alarm）
Master of Science,"na. 理科硕士
"
MS,abbr. 存贮系统（Memory System）；主存储器（Main Storage）；主程序装置（Master Sequecer）；中速，平均速度（Medium Speed）；主（总）开关（Master Switch）
Master of Business Administration, 工商管理硕士；工商管理学硕士；企业管理硕士
MBA,abbr. 工商管理学硕士（Master of Business Administration）；海洋生物协会（Marine Biological Association）；主要战区（Main Battle Area）
Master of Public Administration,无
MPA,abbr. maritime patrol aircraft 海上巡逻飞机; multiple product (television) announcement 多个产品的电视发布
Master of Engineering,"un. 工程硕士
"
ME,"pron. 我（宾格）
n. 自我；极端自私的人；自我的一部分
"
Master of Professional Accounting,无
MPAcc,无
Master of Science in Finance,无
MSF,[计] 大容量存储装置; 海量存储装置
nursery,n. 苗圃；托儿所；温床
kindergarten,n. 幼儿园；幼稚园
primary school,"n. 小学
"
elementary school,"n. （美国）小学
"
middle school,"n. 初中；（英国为 9 到 13 岁儿童所设的）中间学校
"
university,n. 大学；综合性大学；大学校舍
institute,"n. 学会，协会；学院
vt. 开始（调查）；制定；创立；提起（诉讼）"
higher education,"n. （尤指达到学位水平的）高等教育
"
college students, 大学生；在什么都没听清的情况下；大专学生
university students, 大学生；大学学生；高校学生
college graduates, 大学毕业生；大学生；高校毕业生
university graduates, 大学毕业生；高校毕业生；本科毕业生
business school,"n. （大学里针对毕业生的）工商学院
"
law school, 法学院；法律学院；法科大学院
graduate school,"n. 研究生院
"
professor,n. 教授；教师；公开表示信仰的人
faculty,n. 科，系；能力；全体教员
department,n. 部；部门；系；科；局
major,"adj. 主要的；重要的；主修的；较多的
n. [人类] 成年人；主修科目；陆军少校
vi. 主修
"
teaching facilities,无
dining hall,"na. 大餐厅
"
dormitory,"n. 宿舍，学生宿舍
adj. 住宅区的"
elective course,"na. 选修课程
"
optional course,"un. 选修课
"
tuition fees and other expenses,无
life-long education,终身教育
education for all-round development,无
compulsory education,"na. 强迫教育
"
exam-oriented education, 应试教育
adult education,"n. 成人教育
"
theoretical knowledge,"un. 理论知识
"
practical skills, 实用技能；实用技巧；实践技能
information era, 信息时代；资讯时代；消息时代
era of knowledge explosion,无
affect school achievements,无
skip classes, 逃课；翘课
academic performance, 学业上的表现；学习成绩；学业成绩
academic atmosphere, 学习氛围；学风；学业风气
broaden one's horizon, 开阔眼界；大开眼界；眼界更广阔等
stimulate one's interest,无
tap one's potential,无
reduce study load,无
separation between liberal arts and science,无
relaxing college life,无
recruitment,n. 补充；征募新兵
enrollment,n. 登记；入伍
apply for admission to ...,无
apply for admission into ...,无
College Entrance Examination, 高考；大学入学考试；高考了
National Entrance Test for MA Candidates,无
National Entrance Test for MS Candidates,无
job market,"un. 工作市场
"
employer,n. 雇主，老板
employee,n. 雇员；从业员工
vocational training,"un. 专业培训
"
cultural exchanges, 对外交流；演出交流；中西文化交流
cultural blending,无
cultural integration, 文化整合；文化融合；文化融和
traditional Chinese culture, 中国传统文化；传统文化的传播；传统中国文化
Confucianism,n. 孔子学说；儒家思想
Buddhism,n. 佛教
Daoism,n. 道教
Taoism,n. 道家的学说；道教
Peking Opera,"n. 京戏
"
Chinese calligraphy, 中国书法；名人书法；书法班
western cultures,西方文化
Enlightenment,n. 启迪；启蒙运动；教化
humanism,"n. 人道主义
adj. 人文主义的；人道主义的"
post-modernism,n. 后现代主义；后现代派
multi-culture,多元文化
pluralistic cultures,无
mosaic cultures,模纹种植
cultural diversity, 文化多样性；文化多元化；文化差异
preserve and cherish,无
absorb its essence and resist its dark side,无
promote cultural development positively,无
splendid and glorious cultural heritage,无
splendid and glorious cultural legacy,无
splendid and glorious cultural relics,无
keep pace with times,无
cross-cultural communication, 跨文化交流；跨文化交际；跨文化沟通
cultural differences, 文化差异；文化差异性；文化即便有再大的差异
cultural traditions, 文化传统；不同文化传统；传统文化
human civilization, 人类文明；人类文明史；文明历史上
spiritual civilization,"n. 精神文明
"
mainstream culture, 主流文化；文化的主流
interpretation of classics,无
popular culture, 大众文化；通俗文化；流行文化
the pervasive advertisements on TV,无
idol worship, 偶像崇拜；偶像崇拜话题；拜偶像
web addiction,无
Internet addiction, 网络成瘾；网瘾；网路成瘾
virtual life,"虚拟人生
虚拟生活"
making friends online,无
chatting on the Internet,无
online gossip,无
online shopping, 网上购物；网购；线上购物
the Internet supervision,无
the Internet violence,无
irresponsible remarks,无
buy lottery tickets,无
online games, 网络游戏；线上游戏；在线游戏
digital products, 数码产品；数字产品；数码云计算平台
text message,"n. 文本信息；短信息
"
junk message,无
mobile phone subscription,无
self-dependence,n. 依靠自己，自力更生
dote,"vt. 溺爱
vi. 溺爱；昏聩"
spoil,"n. 次品；奖品
vt. 溺爱；糟蹋；破坏；掠夺
vi. 掠夺；变坏；腐败"
only child,"n. 独生子（或女）
"
fierce competition, 激烈竞争；激烈的竞争；竞争激烈
boomerang kids, 归巢族；归巢小孩；归巢族或回力棒世代
NEET,"n. 啃老族（=Not in Education, Employment or Training）"
"Not currently engaged in Education, Employment or Training",无
reap without sowing,无
make constant efforts,无
never give up, 永不放弃；永不言弃；从不放弃
never stop making progress,无
achieve success,"un. 取得成功
"
innovation,n. 创新，革新；新方法
diligence,n. 勤奋，勤勉；注意的程度
striving spirit, 奋斗精神
outlook of life,无
world outlook,"na. 世界观
"
perseverance,"n. 坚持不懈；不屈不挠
n. 耐性；毅力"
patience,n. 耐性，耐心；忍耐，容忍
prudence,n. 审慎
self-confidence,n. 自信
modesty,n. 谦逊；质朴；稳重
lack of confidence,"缺乏自信
缺乏信心"
exaggerate difficulties,无
overestimate difficulties,无
underestimate one's abilities,无
teamwork,n. 团队合作；协力
team spirit,"n. 合作精神；集体精神；团队精神
"
cooperate with others,无
joint efforts, 共同努力；共同的努力；协力
cooperative efforts,无
help each other, 互相帮助；互助；彼此帮助
keep optimistic,无
pessimism,n. 悲观，悲观情绪；厌世主义
be pessimistic,无
positive attitude, 积极的态度；积极态度；积极进取
benevolence,n. 仁慈；善行
physical health,"un. 身体健康
"
mental health,"un. 心理卫生；精神卫生
"
psychological health, 心理健康；心理卫生；大学心理健康
mental fitness,无
psychological fitness,"《英汉医学词典》psychological fitness
心理健全"
health concern,无
sub-health,不完全健康的状况
public health,"na. 公共卫生
"
state of mind, 心态；心境；思想状态
physical exercises,"n. 体操
"
well-balanced diet,"un. 匀衡饮食
"
junk food,"n. 垃圾食品
"
go on a diet, 节食；实行节食；减肥
provide medical services,无
sacrifice health,无
short-term economic benefits,无
total tobacco ban,无
illness,n. 病；疾病
disease,"n. 病，[医] 疾病；弊病
vt. 传染；使…有病"
chronic disease,"n. 慢性病
"
infectious disease,"n. 【医】传染病科
"
cancer,[天] 巨蟹座
reform of medical system,无
generation gap,"n. 代沟；两代人之间的隔阂
"
bridge the gap, 缩小差距；桥梁缺口；弥合差距
mutual understanding,"un. 相互了解
"
misunderstanding,n. 误解；误会；不和
care,"n. 关怀；照料；谨慎；忧虑
vt. 在意；希望或喜欢
vi. 照顾；关心；喜爱；顾虑
"
take care of,"na. 照看；处理；清除
"
look after,"na. 照看；照顾；看管；对…负责
"
mistreat,vt. 虐待
maltreat,vt. 虐待；滥用；粗暴对待
ill-treat,vt. 虐待
aging society,"un. 〔社〕高龄化社会
"
population aging,"《英汉医学词典》population aging
人口老化"
old people, 老人；老年人；旧人
aged people, 高龄者生活认知适应性设计；乐龄人士
the old, 老人
the aged,"na. 老人
"
the elders, 长者会；长老；元老集团
the elderly, 老年人；老人；长者
senior citizens,"na. 〈美〉年长
"
practice filial piety,无
public morality,"na. 风纪
"
traditional virtues, 传统美德；传统美德篇概述；传统道德
duty,"n. 责任；[税收] 关税；职务
"
responsibility,n. 责任，职责；义务
sense of responsibility, 责任感；责任心；责任意识
shoulder one's duties,无
assume one's duties,无
undertake one's duties,无
shoulder one's responsibilities,无
assume one's responsibilities,无
undertake one's responsibilities,无
avoid one's duties,无
shirk one's duties,无
shun one's duties,无
avoid one's responsibilities,无
shirk one's responsibilities,无
shun one's responsibilities,无
devote,vt. 致力于；奉献
dedicate,vt. 致力；献身；题献
devotion,n. 献身，奉献；忠诚；热爱
dedication,n. 奉献；献身；赠言
selfless devotion,无
the crisis of trust,无
the corruption of public morality,无
the lack of moral sense,无
immoral behaviors,无
Project Hope, 希望工程；世界健康基金会；美国世界健康基金会
China Red Cross Foundation,无
charity,n. 慈善；施舍；慈善团体；宽容；施舍物
donate,"n. 捐赠；捐献
vt. 捐赠；捐献
vi. 捐赠；捐献
"
donation,n. 捐款，捐赠物；捐赠
poor rural areas,无
start schooling,无
drop out of school,"un. 从…退出；辍学
"
finish school,"na. 完成学业
"
to respect the old and care for the young,无
spit everywhere,无
make noise, 制造噪音；发出噪音；发出声音
talk loudly, 大声说话；大声谈话；大声讲话
empty promise, 口惠；空洞的承诺；假意的允诺
false promise,无
fake commodities, 上有不少假冒伪劣商品；假冒商品；假冒伪劣产品
dishonest behaviors, 欺诈行为
honesty,n. 诚实，正直
academic corruption,无
plagiarism,n. 剽窃；剽窃物
food safety,"n. 食品安全；食品卫生
"
construction quality, 施工质量；工程质量；建设质量
drainage oil,无
poisonous milk powder,无
food additives,"un. 食品添加剂
"
excessive growth,"un. 过度长大；过渡增长
"
illegal ads,无
unfair competitions,无
compete for benefits,无
address symptoms but not root causes,无
administration departments,无
supervision departments,无
merchant,"n. 商人，批发商；店主
adj. 商业的，商人的
"
manufacturer,n. 制造商；[经] 厂商
enterprise operator,无
authorities concerned,"主管部门,专门机构，专门机关"
take bribes, 贪赃；纳贿；受贿
disregard of laws,无
shift the blame onto ...,无
consumers' rights and interests,无
unqualified experts,无
perform one's tasks fairly and effectively,无
provide polite and hospitable services,无
corruption phenomenon,无
bus lane,"n. 公共汽车专用道
"
odd-and-even license plate rule,无
morning and evening peak,无
traffic jam,"n. 堵车；交通阻塞
"
traffic congestion,"na. 交通拥塞
"
heavy traffic,"na. 交通[行人]拥挤
"
rush hour,"n. (上,下班的)高峰期
"
public transport network,[交] 公共交通线路网
traffic restrictions based on the last digit of license plate numbers,无
traffic control,"na. 交通管制
"
car-free day,无
traffic accidents, 交通事故；交通意外；道路交通事故
private cars, 私家车；私人汽车；私人小汽车
develop public transport,无
drunk drive,无
drive under the influence of alcohol,无
driver,"n. 驾驶员；驱动程序；起子；传动器
"
pedestrian,"n. 行人；步行者
adj. 徒步的；缺乏想像力的"
economic crisis,"na. 经济危机
"
financial crisis,"na. 财政危机
"
financial turmoil, 金融风暴；金融危机；金融动荡
financial meltdown, 金融风暴；金融危机；金融崩盘
recession,n. 衰退；不景气；后退；凹处
bleeding economy,无
depression,n. 沮丧；洼地；不景气；忧愁；低气压区
sluggish economy, 萧条的经济；经济不景气；经济萧条
lose one's job, 失业；失掉职位；打破饭碗
be unemployed,失业
be redundant,无
job losses mount,无
unemployment climb,无
unemployment,n. 失业；失业率；失业人数
seek employment, 求职；应聘职位
job seeker,"n. 求职者（英国常见的官方用语）
"
a tough job market,无
confidence slump,无
economic recovery,"n. 〔政〕经济复苏
"
the crisis' fallout,无
face the crisis,无
meet the crisis,无
fight crisis,无
confidence reconstruction,无
contain declines,无
slow down declines,无
affordable housing project,无
comfortable housing project,无
cost-cutting,"n. 削减成本
v. 削减成本（cost-cut的ing形式）"
generate new employment,无
stimulate consumer spending,无
revive,"vt. 使复兴；使苏醒；回想起；重演，重播
vi. 复兴；复活；苏醒；恢复精神"
recovery,n. 恢复，复原；痊愈；重获
turnaround,n. 转变；转向；突然好转；回车道
proactive fiscal policy, 积极的财政政策；采取积极财政政策
refrain from laying off employees,无
cut the salaried work force,无
structural adjustment,结构调整
stimulus package, 经济刺激方案；经济刺激一揽子计划；刺激计划
stimulus plan,无
career guidance, 就业指导；生涯辅导；就业辅导
propel domestic demand,无
drive domestic demand,无
expand domestic demand,无
infrastructure construction, 基础设施；基础设施建设；基础建设
tax relief,"n. 税款减免
"
practice economy,"na. 节约
"
moderately loose monetary policy,无
government bailout, 政府救援；政府打救；政府救助
government's vow to do sth.,无
the market economy system,无
economic globalization, 经济全球化；全球经济一体化；经贸全球化
international economic organization,无
advancements in science and technology,无
multinationals,n. 跨国公司（multinational的复数）
private enterprise,"n. 私营企业；民营企业
"
automobile industry,"un. 汽车工业
"
real estate industry, 房地产业；地产行业；房地产产业
telecommunication industry, 电信业；电信产业；通信产业
domestic brand,本国商标
national brand,"un. 全国性品牌
"
Chinese brand, 中国品牌；国产品牌；中国名牌
market share,"n. 【商】市场份额；市场占有率
"
market portion,无
company,"n. 公司；陪伴，同伴；连队
vt. 陪伴
vi. 交往

"
corporation,n. 公司；法人（团体）；社团；大腹便便；市政当局
enterprise,n. 企业；事业；进取心；事业心
staff,"n. 职员；参谋；棒；支撑
adj. 职员的；行政工作的
vt. 供给人员；给…配备职员
vi. 雇用工作人员
"
personnel,"n. 人事部门；全体人员
adj. 人员的；有关人事的"
job satisfaction,"n. 工作满足感
"
work pressure, 工作压力；工作气压；操作压力
working pressure,工作压力;使用压力
improve welfare and treatment,无
attract foreign investment, 对外招商；吸引外资；吸引外商投资
legal protection,"un. 合法保护
"
profound social and economic impact,无
the reform and opening-up, 改革开放
social security system,"un. 社会安全制度
"
unemployment,n. 失业；失业率；失业人数
housing problem, 住房问题；房屋问题；住宅问题
public infrastructure, 公共基础设施；公共建设；公共基础建设
skyscraper,n. 摩天楼，超高层大楼；特别高的东西
sustainable urban development,无
urbanization,n. 都市化；文雅化
